title,link,source,date,snippet,thumbnail
,,,,,
本地｜李家超祝市民中秋節快樂 人月兩團圓,https://hk.finance.yahoo.com/news/%E6%9C%AC%E5%9C%B0-%E6%9D%8E%E5%AE%B6%E8%B6%85%E7%A5%9D%E5%B8%82%E6%B0%91%E4%B8%AD%E7%A7%8B%E7%AF%80%E5%BF%AB%E6%A8%82-%E4%BA%BA%E6%9C%88%E5%85%A9%E5%9C%98%E5%9C%93-050917999.html,"{'name': 'Yahoo 財經', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://hk.finance.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 05:09 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/tzBt7nUJA.ZwvW1_PhyZkw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTMzNQ--/https://media.zenfs.com/en/fortune_insight_694/dbddec0f78d2a1ab4bc25a6950c04ffb
中秋節逢年度大潮澎湖低窪水位一度達警戒| 地方,https://www.cna.com.tw/news/aloc/202510060075.aspx,"{'name': '中央社 CNA', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cna.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 04:44 AM, +0000 UTC",,https://imgcdn.cna.com.tw/www/WebPhotos/800/20251006/1431x768_wmky_0_C20251006000037.jpg
8旬嬤秋節前夕大迷途！烏日警4hrs搜50公里外　Google街景助團圓,https://www.ettoday.net/news/20251006/3045662.htm,"{'name': 'ETtoday新聞雲', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.ettoday.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 04:53 AM, +0000 UTC",,https://cdn2.ettoday.net/images/8432/e8432756.jpg
,,,,,
,,,,,
,,,,,
,,,,,
CZ趙長鵬向社群送出中秋節祝福，征集最有創意「中秋 meme」,https://www.blocktempo.com/cz-is-collecting-mid-autumn-festival-memes-from-the-community/,"{'name': '動區動趨', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.blocktempo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 03:18 AM, +0000 UTC",,https://image.blocktempo.com/2025/10/bfbdcdd9c0d587b7d485ae693187b573-1.jpg
中秋節伙房音樂會 五溝水在地企業家饋鄉里,https://www.hakkatv.org.tw/news-detail/1759637410902664,"{'name': 'hakkatv.org.tw', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.hakkatv.org.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 07:01 AM, +0000 UTC",,https://i.ytimg.com/vi/Hx3nsxUOzXw/mqdefault.jpg
中秋節開運日來了！這4生肖旺翻天 12禁忌別踩雷,https://tw.news.yahoo.com/%E4%B8%AD%E7%A7%8B%E7%AF%80%E9%96%8B%E9%81%8B%E6%97%A5%E4%BE%86%E4%BA%86-%E9%80%994%E7%94%9F%E8%82%96%E6%97%BA%E7%BF%BB%E5%A4%A9-12%E7%A6%81%E5%BF%8C%E5%88%A5%E8%B8%A9%E9%9B%B7-043840739.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 04:38 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/YOqIi81zTox_Oi5vzNaeHA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTM2MA--/https://media.zenfs.com/it/innews_com_tw_7/4c2763ea078e5b10981c73b914376c75
2025「中秋節」遇「天赦日」！10/6是大吉日4步驟能改運，錯過這天要再等62年,https://www.elle.com/tw/life/hot-news/g68142181/moon-festival-pray/,"{'name': 'ELLE', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elle.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 03:35 AM, +0000 UTC",,"https://hips.hearstapps.com/hmg-prod/images/100101-68dcf908da6ce.png?crop=0.497xw:0.993xh;0.503xw,0.00680xh&resize=640:*"
2025中秋節連假有垃圾車嗎？全台垃圾車清運時間總整理,https://www.businessweekly.com.tw/style/blog/3019636,"{'name': '商周', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.businessweekly.com.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 12:17 AM, +0000 UTC",,https://ibw.bwnet.com.tw/ac_gallery/2025/10/a038f181-e8d4-446e-c6b9-c13604cc9d9b_620.jpg
2025中秋巧逢天赦日！解析中秋十大禁忌+習俗、祈福招財重點,https://www.harpersbazaar.com/tw/life/relationship/a65929658/moon-festival-taboo/,"{'name': ""Harper's BAZAAR"", 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.harpersbazaar.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 01:28 AM, +0000 UTC",,"https://hips.hearstapps.com/hmg-prod/images/traditional-chinese-lanterns-decoration-in-mid-royalty-free-image-1759308717.pjpeg?crop=0.650xw:0.975xh;0.215xw,0.0250xh&resize=640:*"
114年中秋節連假第2日蘇花路廊全線順暢,https://www.thb.gov.tw/News_Content_Table.aspx?n=7839&s=282591,"{'name': 'thb.gov.tw', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.thb.gov.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 11:22 PM, +0000 UTC",,https://ws.thb.gov.tw/001/Upload/462/relpic/13366/282591/034bb709-9214-42d3-bbdb-dbae6d81e525.jpg
【2025年10月活動推薦】中秋節、國慶日、萬聖節、嘉義光織影舞、頭城煙火節、芒花季...全台熱門活動一次看！(不斷更新) |【玩樂行事曆】,https://tw.news.yahoo.com/%E3%80%902025%E5%B9%B410%E6%9C%88%E6%B4%BB%E5%8B%95%E6%8E%A8%E8%96%A6%E3%80%91%E4%B8%AD%E7%A7%8B%E7%AF%80%E3%80%81%E5%9C%8B%E6%85%B6%E6%97%A5%E3%80%81%E8%90%AC%E8%81%96%E7%AF%80%E3%80%81%E5%98%89%E7%BE%A9%E5%85%89%E7%B9%94%E5%BD%B1%E8%88%9E%E3%80%81%E9%A0%AD%E5%9F%8E%E7%85%99%E7%81%AB%E7%AF%80%E3%80%81%E8%8A%92%E8%8A%B1%E5%AD%A3%E5%85%A8%E5%8F%B0%E7%86%B1%E9%96%80%E6%B4%BB%E5%8B%95%E4%B8%80%E6%AC%A1%E7%9C%8B%EF%BC%81%E4%B8%8D%E6%96%B7%E6%9B%B4%E6%96%B0-%E3%80%90%E7%8E%A9%E6%A8%82%E8%A1%8C%E4%BA%8B%E6%9B%86%E3%80%91-000025469.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 12:14 AM, +0000 UTC",,https://s.yimg.com/os/creatr-uploaded-images/2025-09/fb856000-9497-11f0-bdcd-452d95cf56fa
中秋節拜月老特別靈驗？10/6農曆八月十五日是月老生日，拜月老供品、流程、要說什麼、條件清單,https://www.elle.com/tw/life/hot-news/g68124515/moon-festival-chinese-cupid-1759201481/,"{'name': 'ELLE', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.elle.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 01:34 AM, +0000 UTC",,"https://hips.hearstapps.com/hmg-prod/images/collage-66e2853f07b39.png?crop=0.492xw:0.984xh;0.00160xw,0.00962xh&resize=640:*"
10/6天赦日+中秋節+土地公生日！解析2025最強補運、招財法一次看,https://www.harpersbazaar.com/tw/life/relationship/g68147040/moon-festival-and-convert-lucky-days/,"{'name': ""Harper's BAZAAR"", 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.harpersbazaar.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 01:26 AM, +0000 UTC",,"https://hips.hearstapps.com/hmg-prod/images/golden-piggy-bank-and-golden-coins-3d-render-royalty-free-image-1759314869.pjpeg?crop=0.621xw:1.00xh;0.202xw,0&resize=1120:*"
今「中秋+土地公生日」　5生肖財運旺到聖誕節,https://www.ettoday.net/news/20251006/3045569.htm,"{'name': 'ETtoday新聞雲', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.ettoday.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 11:17 PM, +0000 UTC",,https://cdn2.ettoday.net/images/6865/e6865936.jpg
114年中秋節連假第2日下午蘇花路廊順暢,https://www.thb.gov.tw/News_Content_Table.aspx?n=7839&s=282600,"{'name': 'thb.gov.tw', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.thb.gov.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 11:22 PM, +0000 UTC",,https://ws.thb.gov.tw/001/Upload/462/relpic/13366/282600/19cab1c5-0b46-4cc8-94d2-9e6a7c98b9a7.jpg
太催淚！大S 49歲冥誕剛好中秋節...粉絲湧入微博超話獻祝福,https://tw.news.yahoo.com/%E5%A4%AA%E5%82%AC%E6%B7%9A-%E5%A4%A7s-49%E6%AD%B2%E5%86%A5%E8%AA%95%E5%89%9B%E5%A5%BD%E4%B8%AD%E7%A7%8B%E7%AF%80-%E7%B2%89%E7%B5%B2%E6%B9%A7%E5%85%A5%E5%BE%AE%E5%8D%9A%E8%B6%85%E8%A9%B1%E7%8D%BB%E7%A5%9D%E7%A6%8F-031100662.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 03:14 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/uUFQ6bC3s7HOBUXxv8CmBg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTM2MA--/https://media.zenfs.com/ca/setn.com.tw/b5c02259bda1f6c4bd3cf4f8857e420d
中秋節優惠大放送！超商咖啡買6送6 10元爽喝拿鐵,https://tw.news.yahoo.com/%E4%B8%AD%E7%A7%8B%E7%AF%80%E5%84%AA%E6%83%A0%E5%A4%A7%E6%94%BE%E9%80%81-%E8%B6%85%E5%95%86%E5%92%96%E5%95%A1%E8%B2%B76%E9%80%816-10%E5%85%83%E7%88%BD%E5%96%9D%E6%8B%BF%E9%90%B5-235634856.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 11:56 PM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/kR3zFwvxH8m5BKktfEKskg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTI5NQ--/https://media.zenfs.com/en/gotv_ctitv_com_tw_678/76d8b8256407ee0161decbdad7eae03c
44歲胡定欣中秋節無預兆宣布結婚了！她也許是個節日浪漫派，在元宵節公布戀情、在中秋節就成為幸福人妻,https://hk.news.yahoo.com/%E8%83%A1%E5%AE%9A%E6%AC%A3-%E4%B8%AD%E7%A7%8B%E7%AF%80-%E7%B5%90%E5%A9%9A-035558210.html,"{'name': 'YAHOO HK - NEWS', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://hk.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 03:56 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/Y8_wzEHwC8dDpAnWHyLWPw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTMzNA--/https://s.yimg.com/os/creatr-uploaded-images/2025-10/5ce83b60-a267-11f0-9b75-a743a6ac8252
中秋節拜月老必看！五時辰、五撇步擺脫「爛桃花」,https://tw.news.yahoo.com/%E4%B8%AD%E7%A7%8B%E7%AF%80%E6%8B%9C%E6%9C%88%E8%80%81%E5%BF%85%E7%9C%8B-%E4%BA%94%E6%99%82%E8%BE%B0-%E4%BA%94%E6%92%87%E6%AD%A5%E6%93%BA%E8%84%AB-%E7%88%9B%E6%A1%83%E8%8A%B1-134700949.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 01:47 PM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/PrzlnBOhmR_1Wzor9YkCzg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTMzNQ--/https://media.zenfs.com/zh-tw/ebc.net.tw/69b783b5c0dea5a69b7c94cf7f572614
中秋節不忘花蓮救災的桃園隊 張善政致最深感謝,https://tw.news.yahoo.com/%E4%B8%AD%E7%A7%8B%E7%AF%80%E4%B8%8D%E5%BF%98%E8%8A%B1%E8%93%AE%E6%95%91%E7%81%BD%E7%9A%84%E6%A1%83%E5%9C%92%E9%9A%8A-%E5%BC%B5%E5%96%84%E6%94%BF%E8%87%B4%E6%9C%80%E6%B7%B1%E6%84%9F%E8%AC%9D-021836845.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 02:26 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/muWVDwAIyTOnf.smIUKrOg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTQ4OQ--/https://media.zenfs.com/en/gotv_ctitv_com_tw_678/f587ba03524d480760dd84d544de242b
114年「中秋節」及「國慶日」為法定休假日，雇主應依法給假並給薪,https://www.mol.gov.tw/1607/1632/1633/84982/,"{'name': 'mol.gov.tw', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.mol.gov.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/03/2025, 05:59 AM, +0000 UTC",,https://www.mol.gov.tw/media/narb4yn4/%E9%99%84%E5%9C%96_%E4%B8%AD%E7%A7%8B%E5%9C%8B%E6%85%B6%E6%94%BE%E5%81%87%E5%8F%8A%E5%B7%A5%E8%B3%87%E7%B5%A6%E4%BB%98.png
中秋節人潮多 佳德鳳梨酥遭白髮賊盯上｜#鏡新聞,https://tw.news.yahoo.com/%E4%B8%AD%E7%A7%8B%E7%AF%80%E4%BA%BA%E6%BD%AE%E5%A4%9A-%E4%BD%B3%E5%BE%B7%E9%B3%B3%E6%A2%A8%E9%85%A5%E9%81%AD%E7%99%BD%E9%AB%AE%E8%B3%8A%E7%9B%AF%E4%B8%8A-%E9%8F%A1%E6%96%B0%E8%81%9E-051057399.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 05:10 AM, +0000 UTC",,https://s.yimg.com/uu/api/res/1.2/rMVPlal2sNwAxDB9cTcN0w--~B/aD03MjA7dz0xMjgwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/mnews_tw_258/cb0cedaefe9e7c92481e40198274e207
中秋節看Google Doodle一起賞月！不要逗弄兔子：10大禁忌一次看,https://www.nownews.com/news/6739183,"{'name': 'NOWnews今日新聞', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.nownews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 01:44 AM, +0000 UTC",,https://media.nownews.com/nn_media/thumbnail/2025/10/1759714463081-6f140f612159470aaa9c280b12324f72-668x257.webp?unShow=false
中秋節+天赦日罕見大吉時！拜神明、祭祖、地基主準備供品一次收,https://www.nownews.com/news/6739043,"{'name': 'NOWnews今日新聞', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.nownews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 04:00 PM, +0000 UTC",,https://media.nownews.com/nn_media/thumbnail/2019/09/shutterstock_1653889105.jpg?unShow=false
中秋節遇年度大潮 澎湖低窪水位一度達警戒 (圖),https://tw.news.yahoo.com/%E4%B8%AD%E7%A7%8B%E7%AF%80%E9%81%87%E5%B9%B4%E5%BA%A6%E5%A4%A7%E6%BD%AE-%E6%BE%8E%E6%B9%96%E4%BD%8E%E7%AA%AA%E6%B0%B4%E4%BD%8D-%E5%BA%A6%E9%81%94%E8%AD%A6%E6%88%92-%E5%9C%96-044514676.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 04:45 AM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/cMRX0jZYqKw6Ab7sn.kAPg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTI5OQ--/https://media.zenfs.com/zh-tw/cna.com.tw/0144e3800230d5e5f3f5ea3c4f205d43
中秋節收假「國道湧車潮」！11地雷路段一次看 | 生活,https://newtalk.tw/news/view/2025-10-06/997469,"{'name': 'Newtalk新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://newtalk.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/06/2025, 02:48 AM, +0000 UTC",,https://images.newtalk.tw/resize_action2/600/album/news/909/65c7124b1faab.jpg
最新消息-中秋節及雙十國慶假期中市垃圾收運10/6、10/10採定時定點服務,https://www.epb.taichung.gov.tw/3109958/post,"{'name': 'epb.taichung.gov.tw', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.epb.taichung.gov.tw&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/03/2025, 03:50 AM, +0000 UTC",,https://www.epb.taichung.gov.tw/media/1316007/%E4%B8%AD%E7%A7%8B-%E5%9C%8B%E6%85%B6%E5%9E%83%E5%9C%BE%E6%94%B6%E9%81%8B%E9%80%9A%E7%9F%A5.jpg?width=400
中秋節防危險級紫外線「明水氣略增」 哈隆颱風增強大迴轉,https://tw.news.yahoo.com/%E4%B8%AD%E7%A7%8B%E7%AF%80%E9%98%B2%E5%8D%B1%E9%9A%AA%E7%B4%9A%E7%B4%AB%E5%A4%96%E7%B7%9A-%E6%98%8E%E6%B0%B4%E6%B0%A3%E7%95%A5%E5%A2%9E-%E5%93%88%E9%9A%86%E9%A2%B1%E9%A2%A8%E5%A2%9E%E5%BC%B7%E5%A4%A7%E8%BF%B4%E8%BD%89-224400696.html,"{'name': '奇摩新聞', 'icon': 'https://encrypted-tbn1.gstatic.com/faviconV2?url=https://tw.news.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","10/05/2025, 10:44 PM, +0000 UTC",,https://s.yimg.com/ny/api/res/1.2/GKUjMHue9rSK86ROGbMtEg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTQyNg--/https://media.zenfs.com/ko/mirrormedia.mg/ab98bea00b853e5682cd14832a290e1b
